"Date","Price","Open","High","Low","Vol.","Change %"
"02/03/2023","444,527","438,707","447,905","436,531","","1.54%"
"02/02/2023","437,777","441,245","450,431","436,660","","-0.76%"
"02/01/2023","441,135","435,932","442,915","427,836","","1.16%"
"01/31/2023","436,093","428,542","438,228","426,850","","1.74%"
"01/30/2023","428,619","445,661","446,704","423,471","","-3.86%"
"01/29/2023","445,816","432,017","449,483","431,078","","3.17%"
"01/28/2023","432,129","432,975","434,978","429,520","","-0.16%"
"01/27/2023","432,831","432,702","440,746","424,752","","0.02%"
"01/26/2023","432,730","433,289","437,770","430,251","","-0.27%"
"01/25/2023","433,892","425,468","446,777","420,730","","1.97%"
"01/24/2023","425,530","431,063","435,402","423,356","","-1.33%"
"01/23/2023","431,257","428,701","435,834","424,474","","0.40%"
"01/22/2023","429,554","429,919","435,403","421,032","","-0.07%"
"01/21/2023","429,844","427,983","439,861","423,929","","0.36%"
"01/20/2023","428,324","400,393","428,843","396,305","","6.95%"
"01/19/2023","400,505","390,209","401,708","390,209","","2.65%"
"01/18/2023","390,159","394,354","402,433","383,631","","-1.05%"
"01/17/2023","394,294","397,900","404,394","392,693","","-0.89%"
"01/16/2023","397,840","391,828","402,357","388,785","","1.47%"
"01/15/2023","392,060","393,167","394,197","386,185","","-0.29%"
"01/14/2023","393,196","373,868","397,376","373,330","","5.18%"
"01/13/2023","373,849","355,303","374,922","353,108","","5.18%"
"01/12/2023","355,432","339,989","359,146","339,604","","4.52%"
"01/11/2023","340,072","332,499","340,938","329,291","","2.29%"
"01/10/2023","332,459","328,833","333,515","328,104","","1.07%"
"01/09/2023","328,941","327,795","333,090","327,441","","0.52%"
"01/08/2023","327,241","324,199","327,241","323,629","","0.94%"
"01/07/2023","324,209","324,340","324,894","323,554","","-0.04%"
"01/06/2023","324,340","325,260","325,990","320,943","","-0.28%"
"01/05/2023","325,246","326,756","327,197","324,955","","-0.47%"
"01/04/2023","326,775","323,645","329,171","323,189","","0.96%"
"01/03/2023","323,669","324,527","326,834","322,380","","-0.27%"
"01/02/2023","324,541","323,852","326,942","322,522","","0.23%"
"01/01/2023","323,788","322,282","323,971","321,548","","0.47%"
"12/31/2022","322,268","323,636","324,189","321,306","","-0.42%"
"12/30/2022","323,643","323,944","324,384","318,788","","-0.12%"
"12/29/2022","324,041","321,620","324,238","320,376","","0.74%"
"12/28/2022","321,646","325,382","326,373","320,127","","-1.15%"
"12/27/2022","325,375","327,739","328,671","323,231","","-0.73%"
"12/26/2022","327,766","325,942","328,087","325,311","","0.57%"
"12/25/2022","325,907","325,977","326,314","324,001","","-0.03%"
"12/24/2022","325,990","324,886","326,368","324,861","","0.34%"
"12/23/2022","324,882","329,205","330,051","324,705","","-1.33%"
"12/22/2022","329,250","331,026","331,505","324,494","","-0.44%"
"12/21/2022","330,706","334,037","334,337","328,689","","-1.02%"
"12/20/2022","334,120","325,321","336,082","324,775","","2.70%"
"12/19/2022","325,333","331,589","332,640","323,422","","-1.87%"
"12/18/2022","331,521","331,945","332,586","329,757","","-0.13%"
"12/17/2022","331,952","328,986","332,300","328,196","","0.90%"
"12/16/2022","328,981","343,006","346,843","327,459","","-4.08%"
"12/15/2022","342,983","349,285","350,322","341,713","","-1.78%"
"12/14/2022","349,182","347,493","360,562","347,121","","0.49%"
"12/13/2022","347,494","341,831","354,887","339,555","","1.70%"
"12/12/2022","341,701","338,281","342,275","333,986","","1.04%"
"12/11/2022","338,198","338,803","341,491","337,750","","-0.17%"
"12/10/2022","338,767","338,766","340,654","338,374","","0.00%"
"12/09/2022","338,775","338,115","341,462","337,358","","0.20%"
"12/08/2022","338,101","331,426","339,515","330,055","","2.05%"
"12/07/2022","331,310","337,829","338,622","329,944","","-1.90%"
"12/06/2022","337,742","334,944","338,106","333,351","","0.87%"
"12/05/2022","334,819","331,600","339,540","331,131","","0.93%"
"12/04/2022","331,746","327,394","333,363","327,341","","1.31%"
"12/03/2022","327,459","331,450","331,919","326,971","","-1.19%"
"12/02/2022","331,404","324,917","331,426","323,085","","2.03%"
"12/01/2022","324,805","330,668","331,979","323,143","","-1.77%"
"11/30/2022","330,660","316,254","331,713","316,030","","4.57%"
"11/29/2022","316,220","313,091","318,410","310,863","","1.00%"
"11/28/2022","313,082","317,853","318,651","309,123","","-1.49%"
"11/27/2022","317,823","318,338","320,968","317,192","","-0.17%"
"11/26/2022","318,349","319,421","322,773","316,972","","-0.35%"
"11/25/2022","319,474","321,836","321,955","317,163","","-0.73%"
"11/24/2022","321,819","321,362","324,887","318,940","","0.01%"
"11/23/2022","321,784","315,307","323,387","314,068","","2.15%"
"11/22/2022","315,001","308,620","316,925","305,461","","2.08%"
"11/21/2022","308,572","316,701","317,080","303,035","","-2.62%"
"11/20/2022","316,861","324,813","325,788","315,311","","-2.47%"
"11/19/2022","324,874","323,638","327,059","323,066","","0.38%"
"11/18/2022","323,638","324,207","327,615","322,244","","-0.29%"
"11/17/2022","324,564","322,806","325,444","317,885","","1.52%"
"11/16/2022","319,699","327,094","329,153","316,840","","-2.26%"
"11/15/2022","327,079","321,592","330,928","320,091","","1.71%"
"11/14/2022","321,590","318,681","334,087","309,502","","0.91%"
"11/13/2022","318,685","327,623","330,429","317,450","","-2.72%"
"11/12/2022","327,599","332,650","333,577","324,491","","-1.60%"
"11/11/2022","332,909","339,788","341,654","320,795","","-2.09%"
"11/10/2022","340,018","311,600","350,988","309,403","","9.36%"
"11/09/2022","310,926","362,216","363,205","305,689","","-14.08%"
"11/08/2022","361,878","400,537","401,902","336,858","","-9.69%"
"11/07/2022","400,709","409,049","411,870","396,918","","-2.13%"
"11/06/2022","409,442","415,954","417,163","408,946","","-1.52%"
"11/05/2022","415,756","412,964","419,186","411,751","","0.67%"
"11/04/2022","413,007","397,588","414,044","396,919","","3.89%"
"11/03/2022","397,547","396,779","400,649","396,026","","0.17%"
"11/02/2022","396,864","404,340","405,581","394,799","","-1.85%"
"11/01/2022","404,344","405,971","408,705","401,531","","-0.43%"
"10/31/2022","406,070","408,903","413,528","402,007","","-0.67%"
"10/30/2022","408,810","411,889","414,136","406,913","","-0.76%"
"10/29/2022","411,937","407,637","416,370","407,001","","1.04%"
"10/28/2022","407,679","402,658","411,224","398,568","","1.25%"
"10/27/2022","402,646","414,121","417,365","401,411","","-2.78%"
"10/26/2022","414,156","399,331","417,108","398,978","","3.70%"
"10/25/2022","399,398","385,168","405,718","383,172","","3.70%"
"10/24/2022","385,150","390,169","390,576","383,000","","-1.26%"
"10/23/2022","390,071","382,554","392,171","380,312","","1.97%"
"10/22/2022","382,550","381,714","383,445","380,836","","0.21%"
"10/21/2022","381,748","381,662","383,377","375,797","","0.00%"
"10/20/2022","381,750","384,962","387,432","380,403","","-0.84%"
"10/19/2022","384,965","386,857","388,167","384,035","","-0.53%"
"10/18/2022","387,016","390,710","393,077","382,808","","-0.95%"
"10/17/2022","390,745","385,698","393,094","383,743","","1.31%"
"10/16/2022","385,675","382,787","389,680","382,724","","0.77%"
"10/15/2022","382,712","385,045","385,794","381,424","","-0.60%"
"10/14/2022","385,014","387,470","398,100","383,408","","-0.65%"
"10/13/2022","387,524","382,919","389,768","365,143","","1.21%"
"10/12/2022","382,896","382,467","385,351","381,403","","0.13%"
"10/11/2022","382,382","381,857","384,668","376,788","","0.15%"
"10/10/2022","381,822","389,776","391,055","380,479","","-2.02%"
"10/09/2022","389,677","389,088","391,846","387,400","","0.15%"
"10/08/2022","389,087","391,404","393,042","386,298","","-0.63%"
"10/07/2022","391,554","401,531","403,024","387,516","","-2.46%"
"10/06/2022","401,424","404,171","409,893","400,039","","-0.70%"
"10/05/2022","404,237","406,160","407,651","398,127","","-0.44%"
"10/04/2022","406,033","392,992","408,121","390,783","","3.33%"
"10/03/2022","392,937","383,393","394,024","382,410","","2.50%"
"10/02/2022","383,349","389,045","390,613","380,863","","-1.46%"
"10/01/2022","389,020","391,292","392,439","386,135","","-0.59%"
"09/30/2022","391,348","394,512","404,510","386,920","","-0.76%"
"09/29/2022","394,340","392,030","395,872","381,857","","0.64%"
"09/28/2022","391,839","388,833","399,233","378,853","","0.63%"
"09/27/2022","389,376","391,813","413,725","383,812","","-0.60%"
"09/26/2022","391,744","380,293","392,218","379,093","","3.17%"
"09/25/2022","379,690","382,141","386,698","377,238","","-0.64%"
"09/24/2022","382,147","389,491","389,876","379,846","","-1.93%"
"09/23/2022","389,663","386,592","391,624","374,043","","0.78%"
"09/22/2022","386,663","370,124","388,476","368,528","","4.22%"
"09/21/2022","371,021","377,340","394,882","364,703","","-1.66%"
"09/20/2022","377,276","389,090","390,590","375,762","","-3.01%"
"09/19/2022","388,974","388,906","391,671","366,974","","-0.09%"
"09/18/2022","389,330","403,145","403,145","387,829","","-3.47%"
"09/17/2022","403,345","396,947","404,449","396,103","","1.70%"
"09/16/2022","396,584","396,088","398,969","388,901","","0.16%"
"09/15/2022","395,944","403,714","406,329","392,062","","-1.93%"
"09/14/2022","403,717","404,496","410,741","392,140","","-0.18%"
"09/13/2022","404,425","444,224","450,370","399,836","","-8.93%"
"09/12/2022","444,075","433,847","445,834","429,092","","2.52%"
"09/11/2022","433,149","430,531","433,293","424,964","","0.56%"
"09/10/2022","430,740","424,811","433,258","420,357","","1.29%"
"09/09/2022","425,260","385,385","428,372","384,872","","10.31%"
"09/08/2022","385,498","385,983","388,134","381,577","","-0.03%"
"09/07/2022","385,630","378,409","388,409","374,092","","1.88%"
"09/06/2022","378,510","395,528","402,404","377,279","","-4.28%"
"09/05/2022","395,423","399,609","400,062","392,918","","-0.99%"
"09/04/2022","399,385","395,706","399,961","390,964","","0.94%"
"09/03/2022","395,682","398,081","399,920","392,388","","-0.64%"
"09/02/2022","398,211","406,292","409,172","394,806","","-1.98%"
"09/01/2022","406,270","404,849","408,192","395,617","","0.39%"
"08/31/2022","404,700","399,179","412,202","398,955","","1.51%"
"08/30/2022","398,695","405,930","410,684","394,920","","-1.76%"
"08/29/2022","405,853","392,600","407,771","392,600","","3.39%"
"08/28/2022","392,540","401,277","403,627","392,510","","-2.17%"
"08/27/2022","401,261","405,595","407,314","397,566","","-1.12%"
"08/26/2022","405,800","429,111","434,010","403,077","","-5.65%"
"08/25/2022","430,096","425,569","433,600","424,726","","1.07%"
"08/24/2022","425,528","430,037","433,893","423,395","","-1.05%"
"08/23/2022","430,064","431,063","432,749","420,935","","-0.26%"
"08/22/2022","431,184","434,441","434,441","422,217","","-0.77%"
"08/21/2022","434,525","426,216","437,663","424,940","","1.87%"
"08/20/2022","426,561","419,964","430,634","419,650","","1.52%"
"08/19/2022","420,158","467,121","467,121","419,760","","-10.03%"
"08/18/2022","466,992","466,471","471,906","465,428","","0.15%"
"08/17/2022","466,307","474,877","486,928","463,588","","-1.85%"
"08/16/2022","475,118","477,840","481,078","472,036","","-0.49%"
"08/15/2022","477,449","482,679","500,831","471,523","","-1.06%"
"08/14/2022","482,550","485,250","496,215","479,942","","-0.53%"
"08/13/2022","485,144","484,387","494,002","482,827","","0.16%"
"08/12/2022","484,376","477,545","485,160","470,471","","1.42%"
"08/11/2022","477,605","479,881","495,892","476,214","","-0.44%"
"08/10/2022","479,695","468,870","484,377","460,334","","2.37%"
"08/09/2022","468,587","482,383","484,224","463,235","","-2.85%"
"08/08/2022","482,309","473,322","491,551","473,271","","1.87%"
"08/07/2022","473,454","468,669","477,557","467,061","","1.09%"
"08/06/2022","468,372","476,138","476,614","468,176","","-1.56%"
"08/05/2022","475,790","459,817","477,428","459,317","","3.49%"
"08/04/2022","459,734","467,690","475,094","456,517","","-1.85%"
"08/03/2022","468,386","478,414","488,885","465,966","","-2.07%"
"08/02/2022","478,264","474,648","483,854","463,652","","0.67%"
"08/01/2022","475,100","474,857","479,027","465,247","","-0.05%"
"07/31/2022","475,359","481,108","492,168","473,554","","-1.21%"
"07/30/2022","481,183","483,948","500,897","478,840","","-0.66%"
"07/29/2022","484,383","484,048","492,948","475,052","","0.06%"
"07/28/2022","484,078","468,062","490,725","461,361","","3.41%"
"07/27/2022","468,112","434,912","468,112","430,419","","7.50%"
"07/26/2022","435,461","435,811","436,247","424,267","","-0.15%"
"07/25/2022","436,130","464,110","465,686","435,326","","-6.05%"
"07/24/2022","464,238","461,034","472,264","457,581","","0.65%"
"07/23/2022","461,242","465,641","472,180","451,231","","-1.07%"
"07/22/2022","466,215","478,495","487,580","462,717","","-2.55%"
"07/21/2022","478,437","477,494","481,537","461,193","","0.25%"
"07/20/2022","477,249","480,191","496,938","471,217","","-0.67%"
"07/19/2022","480,453","458,867","487,387","440,212","","3.95%"
"07/18/2022","462,218","426,530","463,263","426,128","","8.39%"
"07/17/2022","426,423","435,601","444,796","425,946","","-2.03%"
"07/16/2022","435,258","427,751","442,769","420,710","","1.79%"
"07/15/2022","427,621","428,284","437,896","424,734","","-0.18%"
"07/14/2022","428,381","421,001","434,646","410,913","","1.74%"
"07/13/2022","421,059","403,671","421,059","396,068","","4.38%"
"07/12/2022","403,409","414,044","417,058","402,557","","-2.53%"
"07/11/2022","413,860","426,698","428,533","412,855","","-2.99%"
"07/10/2022","426,618","441,702","441,950","423,581","","-3.41%"
"07/09/2022","441,666","442,159","448,971","436,545","","-0.12%"
"07/08/2022","442,205","443,458","458,297","433,504","","-0.36%"
"07/07/2022","443,797","424,761","447,191","418,164","","4.47%"
"07/06/2022","424,807","414,431","426,812","406,405","","2.41%"
"07/05/2022","414,827","410,145","424,894","395,227","","1.16%"
"07/04/2022","410,054","391,481","411,563","387,148","","4.74%"
"07/03/2022","391,493","390,039","397,861","382,517","","0.38%"
"07/02/2022","390,001","390,694","393,290","385,337","","0.00%"
"07/01/2022","390,003","400,609","416,401","384,053","","-2.30%"
"06/30/2022","399,173","405,182","406,179","375,789","","-1.46%"
"06/29/2022","405,089","408,661","410,998","400,726","","-0.91%"
"06/28/2022","408,820","413,002","422,171","407,019","","-0.94%"
"06/27/2022","412,696","418,667","427,162","409,609","","-1.46%"
"06/26/2022","418,800","426,951","433,470","417,242","","-1.86%"
"06/25/2022","426,749","421,789","428,182","415,787","","1.26%"
"06/24/2022","421,454","422,592","427,234","413,761","","-0.28%"
"06/23/2022","422,648","400,756","424,229","400,404","","5.47%"
"06/22/2022","400,725","417,745","418,669","396,699","","-4.09%"
"06/21/2022","417,801","417,066","436,397","412,570","","0.15%"
"06/20/2022","417,190","417,444","425,708","400,551","","-0.20%"
"06/19/2022","418,041","386,338","422,410","366,087","","8.07%"
"06/18/2022","386,833","416,131","422,357","358,781","","-7.07%"
"06/17/2022","416,264","416,357","434,335","414,248","","0.05%"
"06/16/2022","416,046","456,669","464,064","413,541","","-8.95%"
"06/15/2022","456,961","455,234","460,841","413,703","","0.11%"
"06/14/2022","456,456","460,405","470,833","427,497","","-0.74%"
"06/13/2022","459,866","532,517","537,587","450,559","","-13.95%"
"06/12/2022","534,418","567,215","569,841","534,174","","-5.70%"
"06/11/2022","566,737","580,839","587,580","562,407","","-2.40%"
"06/10/2022","580,668","592,597","596,369","575,777","","-2.01%"
"06/09/2022","592,556","591,692","599,932","586,892","","0.12%"
"06/08/2022","591,847","610,013","612,845","586,340","","-3.07%"
"06/07/2022","610,609","614,032","617,407","572,112","","-0.58%"
"06/06/2022","614,176","584,816","620,231","584,183","","4.96%"
"06/05/2022","585,175","584,275","590,212","577,923","","0.17%"
"06/04/2022","584,193","581,075","586,204","576,908","","0.57%"
"06/03/2022","580,893","595,143","599,303","573,745","","-2.41%"
"06/02/2022","595,224","587,577","598,722","580,179","","1.32%"
"06/01/2022","587,468","625,218","628,357","579,283","","-5.94%"
"05/31/2022","624,571","620,319","637,142","612,569","","0.68%"
"05/30/2022","620,356","577,290","626,259","573,918","","7.42%"
"05/29/2022","577,498","568,564","579,474","564,920","","1.54%"
"05/28/2022","568,718","560,700","571,473","558,992","","1.51%"
"05/27/2022","560,284","577,694","580,869","554,805","","-2.89%"
"05/26/2022","576,932","585,985","592,941","554,764","","-1.56%"
"05/25/2022","586,080","588,491","600,353","584,403","","-0.37%"
"05/24/2022","588,268","579,741","591,493","569,301","","1.46%"
"05/23/2022","579,793","601,472","608,812","575,981","","-3.58%"
"05/22/2022","601,313","584,557","604,913","581,153","","2.84%"
"05/21/2022","584,701","579,796","588,328","574,745","","0.91%"
"05/20/2022","579,453","604,477","612,265","571,982","","-4.16%"
"05/19/2022","604,577","575,644","608,168","574,271","","5.22%"
"05/18/2022","574,570","607,067","611,682","574,570","","-5.38%"
"05/17/2022","607,217","598,008","614,246","589,704","","1.61%"
"05/16/2022","597,590","629,356","629,356","586,232","","-5.01%"
"05/15/2022","629,087","605,064","630,571","593,326","","3.94%"
"05/14/2022","605,227","589,193","609,021","576,511","","2.74%"
"05/13/2022","589,073","586,162","625,554","580,758","","0.29%"
"05/12/2022","587,348","591,816","611,709","546,623","","-0.43%"
"05/11/2022","589,869","631,982","649,309","568,410","","-6.72%"
"05/10/2022","632,365","612,935","663,578","608,725","","3.08%"
"05/09/2022","613,471","687,471","692,284","613,471","","-10.96%"
"05/08/2022","688,996","714,811","715,654","680,764","","-3.63%"
"05/07/2022","714,971","725,721","728,145","703,106","","-1.48%"
"05/06/2022","725,747","738,995","741,502","713,909","","-1.82%"
"05/05/2022","739,208","795,666","798,467","732,540","","-7.08%"
"05/04/2022","795,527","765,311","802,490","764,076","","3.95%"
"05/03/2022","765,316","787,924","789,045","761,152","","-2.91%"
"05/02/2022","788,252","785,741","799,326","780,576","","0.33%"
"05/01/2022","785,694","768,553","789,313","764,500","","2.21%"
"04/30/2022","768,724","788,055","791,557","767,696","","-2.40%"
"04/29/2022","787,597","812,922","814,790","779,558","","-3.17%"
"04/28/2022","813,368","799,975","826,732","798,490","","1.69%"
"04/27/2022","799,837","777,148","806,919","773,547","","2.93%"
"04/26/2022","777,096","817,841","827,564","769,296","","-5.02%"
"04/25/2022","818,206","799,067","820,243","782,486","","2.40%"
"04/24/2022","799,048","798,387","807,443","791,146","","0.10%"
"04/23/2022","798,286","804,005","808,871","795,930","","-0.73%"
"04/22/2022","804,139","817,287","827,515","795,340","","-1.61%"
"04/21/2022","817,316","826,489","862,981","805,557","","-1.17%"
"04/20/2022","826,996","830,743","845,347","818,792","","-0.47%"
"04/19/2022","830,897","808,306","836,294","804,282","","2.79%"
"04/18/2022","808,305","792,253","816,466","770,827","","2.00%"
"04/17/2022","792,489","805,287","809,417","789,919","","-1.64%"
"04/16/2022","805,683","808,879","811,257","797,731","","-0.40%"
"04/15/2022","808,879","796,929","814,357","794,387","","1.41%"
"04/14/2022","797,631","812,949","821,687","791,771","","-1.90%"
"04/13/2022","813,091","793,640","820,501","784,105","","2.44%"
"04/12/2022","793,727","788,455","805,685","778,354","","0.81%"
"04/11/2022","787,314","845,655","851,498","784,045","","-6.80%"
"04/10/2022","844,797","856,977","869,701","839,878","","-1.42%"
"04/09/2022","856,977","847,307","857,495","844,304","","1.13%"
"04/08/2022","847,436","874,987","885,116","844,233","","-3.12%"
"04/07/2022","874,689","869,750","883,736","862,087","","0.46%"
"04/06/2022","870,712","908,479","912,142","869,399","","-4.24%"
"04/05/2022","909,278","922,971","935,227","909,072","","-1.57%"
"04/04/2022","923,814","922,163","928,805","894,265","","0.12%"
"04/03/2022","922,694","910,005","941,513","905,072","","1.39%"
"04/02/2022","910,022","919,595","936,873","907,400","","-0.99%"
"04/01/2022","919,103","905,030","925,898","881,034","","1.67%"
"03/31/2022","904,017","935,668","947,077","899,238","","-3.32%"
"03/30/2022","935,035","947,123","949,068","929,569","","-1.26%"
"03/29/2022","947,002","947,294","960,417","939,736","","0.05%"
"03/28/2022","946,536","938,243","968,599","935,744","","0.88%"
"03/27/2022","938,272","891,815","938,941","889,998","","5.18%"
"03/26/2022","892,100","887,702","897,184","883,301","","0.55%"
"03/25/2022","887,245","883,476","900,949","875,738","","0.43%"
"03/24/2022","883,468","867,533","889,448","861,137","","1.77%"
"03/23/2022","868,083","859,367","869,792","847,327","","0.99%"
"03/22/2022","859,583","835,691","882,630","833,581","","2.70%"
"03/21/2022","836,949","841,151","845,384","826,545","","-0.41%"
"03/20/2022","840,432","859,362","861,112","833,833","","-2.21%"
"03/19/2022","859,443","850,399","862,537","846,022","","1.00%"
"03/18/2022","850,898","839,332","860,986","825,564","","1.27%"
"03/17/2022","840,212","848,754","853,412","833,218","","-1.02%"
"03/16/2022","848,829","818,307","867,501","811,077","","3.67%"
"03/15/2022","818,759","829,290","831,447","799,612","","-1.28%"
"03/14/2022","829,343","789,514","833,857","786,637","","4.93%"
"03/13/2022","790,348","811,921","821,430","786,577","","-2.72%"
"03/12/2022","812,407","810,126","823,273","809,361","","0.25%"
"03/11/2022","810,365","824,726","838,599","801,708","","-1.79%"
"03/10/2022","825,095","877,058","879,678","812,803","","-5.91%"
"03/09/2022","876,904","827,464","901,131","825,967","","5.89%"
"03/08/2022","828,127","810,120","837,210","807,608","","2.13%"
"03/07/2022","810,894","805,807","837,777","789,382","","0.64%"
"03/06/2022","805,747","824,679","829,685","797,841","","-2.31%"
"03/05/2022","824,779","819,368","828,963","808,626","","0.76%"
"03/04/2022","818,520","876,227","877,886","808,053","","-6.61%"
"03/03/2022","876,498","906,601","910,626","863,869","","-3.34%"
"03/02/2022","906,751","917,755","940,503","895,895","","-1.14%"
"03/01/2022","917,230","884,067","920,178","879,304","","3.72%"
"02/28/2022","884,356","775,720","902,643","771,327","","13.94%"
"02/27/2022","776,149","795,837","810,516","753,557","","-2.40%"
"02/26/2022","795,261","797,602","815,594","785,875","","-0.33%"
"02/25/2022","797,874","788,462","809,597","778,777","","1.12%"
"02/24/2022","789,051","754,225","803,104","703,143","","4.71%"
"02/23/2022","753,574","776,813","791,374","750,766","","-2.88%"
"02/22/2022","775,893","752,296","779,601","740,078","","3.16%"
"02/21/2022","752,144","779,068","799,699","748,532","","-3.40%"
"02/20/2022","778,639","813,027","813,809","771,652","","-4.24%"
"02/19/2022","813,133","811,259","820,046","804,647","","0.22%"
"02/18/2022","811,383","822,908","830,767","803,695","","-1.42%"
"02/17/2022","823,056","890,647","895,743","814,563","","-7.55%"
"02/16/2022","890,230","908,586","908,586","882,311","","-1.90%"
"02/15/2022","907,486","868,860","911,873","866,361","","4.48%"
"02/14/2022","868,609","863,030","873,990","853,675","","0.58%"
"02/13/2022","863,563","866,409","877,097","859,746","","-0.38%"
"02/12/2022","866,892","870,327","882,855","856,784","","-0.35%"
"02/11/2022","869,954","894,083","899,178","862,773","","-2.74%"
"02/10/2022","894,443","909,259","935,885","885,436","","-1.64%"
"02/09/2022","909,330","907,932","917,679","888,085","","0.22%"
"02/08/2022","907,360","902,635","937,028","880,113","","0.57%"
"02/07/2022","902,202","875,535","918,085","861,403","","3.01%"
"02/06/2022","875,844","855,875","880,914","851,297","","2.25%"
"02/05/2022","856,546","859,280","866,322","847,379","","-0.28%"
"02/04/2022","858,919","767,649","862,044","761,957","","12.06%"
"02/03/2022","766,451","760,691","766,451","748,285","","0.75%"
"02/02/2022","760,734","795,822","798,125","754,442","","-4.33%"
"02/01/2022","795,176","793,979","806,667","782,058","","0.06%"
"01/31/2022","794,701","789,660","799,261","763,088","","0.68%"
"01/30/2022","789,315","794,142","797,218","777,773","","-0.64%"
"01/29/2022","794,402","785,022","803,893","777,026","","1.16%"
"01/28/2022","785,323","771,295","790,553","753,994","","1.92%"
"01/27/2022","770,545","761,981","772,678","738,917","","1.12%"
"01/26/2022","762,025","762,034","799,956","752,156","","0.15%"
"01/25/2022","760,916","754,635","774,539","737,064","","0.92%"
"01/24/2022","753,983","740,986","769,278","679,271","","1.69%"
"01/23/2022","741,426","717,987","747,307","710,083","","3.33%"
"01/22/2022","717,500","746,888","752,007","698,578","","-3.99%"
"01/21/2022","747,329","836,194","843,428","727,278","","-10.58%"
"01/20/2022","835,733","855,020","889,401","833,541","","-2.32%"
"01/19/2022","855,580","864,229","867,946","840,803","","-1.02%"
"01/18/2022","864,393","856,963","868,577","841,360","","0.87%"
"01/17/2022","856,966","874,806","876,828","843,318","","-2.02%"
"01/16/2022","874,658","874,729","882,355","865,899","","-0.08%"
"01/15/2022","875,351","874,429","888,530","864,729","","0.12%"
"01/14/2022","874,314","865,470","881,033","850,192","","1.07%"
"01/13/2022","865,050","893,972","903,111","860,208","","-3.21%"
"01/12/2022","893,719","871,378","898,951","865,986","","2.61%"
"01/11/2022","871,000","852,102","879,464","842,270","","2.20%"
"01/10/2022","852,256","853,350","861,003","812,432","","-0.13%"
"01/09/2022","853,385","848,945","870,859","840,905","","0.52%"
"01/08/2022","848,980","846,325","861,533","826,392","","0.33%"
"01/07/2022","846,206","884,159","884,586","835,790","","-4.30%"
"01/06/2022","884,207","893,947","901,474","874,598","","-1.11%"
"01/05/2022","894,110","941,461","962,466","874,582","","-5.08%"
"01/04/2022","941,993","952,655","972,634","937,650","","-1.04%"
"01/03/2022","951,870","968,813","974,030","937,466","","-1.81%"
"01/02/2022","969,408","978,402","982,569","957,676","","-0.89%"
"01/01/2022","978,082","947,369","981,960","947,369","","3.27%"
"12/31/2021","947,136","964,329","991,643","937,347","","-1.80%"
"12/30/2021","964,486","955,813","982,001","947,204","","1.01%"
"12/29/2021","954,854","983,454","993,950","950,264","","-2.84%"
"12/28/2021","982,729","1,048,557","1,048,705","978,156","","-6.31%"
"12/27/2021","1,048,866","1,047,376","1,075,337","1,041,576","","0.11%"
"12/26/2021","1,047,710","1,038,868","1,056,307","1,020,912","","0.77%"
"12/25/2021","1,039,680","1,046,598","1,054,122","1,034,998","","-0.66%"
"12/24/2021","1,046,613","1,049,689","1,068,280","1,037,566","","-0.16%"
"12/23/2021","1,048,267","1,007,319","1,060,036","995,597","","4.08%"
"12/22/2021","1,007,206","1,017,957","1,031,779","1,005,423","","-1.08%"
"12/21/2021","1,018,190","975,095","1,026,169","969,432","","4.59%"
"12/20/2021","973,523","972,541","983,433","944,119","","0.07%"
"12/19/2021","972,861","976,597","1,005,994","967,776","","-0.32%"
"12/18/2021","976,005","962,415","986,150","948,530","","1.42%"
"12/17/2021","962,334","991,943","999,618","944,195","","-2.99%"
"12/16/2021","991,950","1,028,407","1,037,044","990,229","","-3.53%"
"12/15/2021","1,028,200","1,026,735","1,045,272","989,200","","0.15%"
"12/14/2021","1,026,639","981,558","1,032,651","973,394","","4.62%"
"12/13/2021","981,332","1,045,098","1,047,504","962,270","","-6.12%"
"12/12/2021","1,045,358","1,029,243","1,059,526","1,016,674","","1.45%"
"12/11/2021","1,030,464","983,753","1,032,588","977,613","","4.72%"
"12/10/2021","984,049","996,027","1,043,521","981,453","","-1.41%"
"12/09/2021","998,122","1,057,064","1,063,955","991,512","","-5.54%"
"12/08/2021","1,056,686","1,063,880","1,070,702","1,019,996","","-0.66%"
"12/07/2021","1,063,725","1,071,913","1,096,740","1,052,995","","-0.89%"
"12/06/2021","1,073,274","1,048,749","1,080,644","1,003,232","","2.53%"
"12/05/2021","1,046,759","1,045,888","1,056,151","1,016,169","","0.03%"
"12/04/2021","1,046,491","1,140,087","1,145,065","931,616","","-8.09%"
"12/03/2021","1,138,548","1,204,179","1,219,483","1,113,687","","-5.42%"
"12/02/2021","1,203,737","1,227,919","1,228,966","1,193,417","","-2.03%"
"12/01/2021","1,228,668","1,218,375","1,254,628","1,207,610","","0.64%"
"11/30/2021","1,220,854","1,252,782","1,260,870","1,214,638","","-2.53%"
"11/29/2021","1,252,606","1,244,869","1,275,860","1,236,996","","0.71%"
"11/28/2021","1,243,748","1,199,983","1,251,861","1,171,239","","3.57%"
"11/27/2021","1,200,832","1,177,551","1,211,154","1,175,616","","2.32%"
"11/26/2021","1,173,569","1,275,871","1,282,119","1,168,922","","-7.92%"
"11/25/2021","1,274,550","1,224,236","1,280,147","1,221,441","","4.13%"
